name,city_contact,country_contact,city_creator,country_creator,deliveryPoint_creator,west,east,north,south
c5f2cc06ff2c392c56fcbc222e140ff85609b40f.xml,Albuquerque,USA,NA,NA,NA,-148.2640747,-147.4913325,65.15393372,64.68195711
c6671b3a99fabbef728369de1f4de3fd.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
c78dd92e64e4c61a6d79948b16eda3b7.xml,Redding,USA,NA,NA,NA,-72.393,-71.982,+42.541,+42.296
c7fe5c4375d2979d854c81930087740f.xml,Corvallis,USA,Corvallis,USA,Oregon State University;Dept. of Fisheries and Wildlife;Nash Hall 104,NA,NA,NA,NA
c89c6e4edf07e2965e23690a2bc1236e.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.7666796,64.67834557
c9048b8ade53fb275564cda6f98c7246373958c5.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
cafefd1a5db74e49a4ba1ae9c3539274.xml,Corvallis,NA,Corvallis,USA,USDA Forest Service;Pacific Northwest Research Station;3200 SW Jefferson Way,-122.26172200,-122.10084700,44.28196400,44.19770400
cba6ce8301bf2354c7ff39fcfb495ce857ec93ac.xml,Albuquerque,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.7666796,64.67834557
cc84a6f03190952bdb3990021067d87b8821c3ef.xml,Albuquerque,USA,NA,NA,NA,-72.19,-72.19,+42.53,+42.53
cd4bb2965977e18e10aa39438b20ddb6.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
cdabd456f0e662413324644bd0791f29a0a6ac6a.xml,Fairbanks,USA,Brownsville,United States,"Department of Biological Sciences, University of Texas-Brownsville, One West University Blvd, LHSB 2.810",161.42408,161.42408,68.74316,68.74316
cdb2a6e50d5196c7626afae5a4d13d4c950d2f37.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
ce03959c952db75c106396bba1862387.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.16815000,-122.16381000,44.22146666,44.21566200
ce3ac470b65cf022a89cabd1778a52140960301e.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
cf23226bf3d9f6b445485a25c9024b77.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
d000a51cb3d1cbaea19cf65777c68b08ef522460.xml,Fairbanks,USA,NA,NA,NA,-148.2640747,-147.4913325,65.15393372,64.68195711
d238b05947d76b6ad35ea2afb3c887b46f232abf.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
d243e61accead1aba98c6040f0533058.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
d2999f74cedef901d063a4fc9a3e4cadf61caa20.xml,Albuquerque,USA,Corvallis,US,"USDA Forest Service, Pacific Northwest Research Station, 3200 Jefferson Way",NA,NA,NA,NA
d2b3a4743b22416f191eb66227949bad.xml,Corvallis,NA,Corvallis,USA,309 FSL; Oregon State University; 3200 SW Jefferson Way,-122.26194800,-122.10051700,44.28148300,44.19751400
d2d1e05cdea0f8257378b3b98f3ee202.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.26172200,44.28196400,44.28196400
d2ee365fe7e79c9df262283dbb59d48c.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
d30959ed9816b2a4fe5594f2a8c9b40947e4b932.xml,Fairbanks,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-148.2640747,-148.1426888,64.7241989,64.68195711
d4af4ab7c28d6822a1169042d0ba769ce763407e.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
d51376a749bdbc9b5e4429fe7fdf9e2a40e1df46.xml,Fairbanks,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-148.1734,-148.17303,64.41417,64.41366
d62a51ce6e9ee078cc672a673cc40201.xml,Corvallis,NA,Corvallis,USA,Oregon State University;Dept. of Fisheries and Wildlife;104 Nash Hall,-122.26172200,-122.10084700,44.28196400,44.19770400
d633fd42f86269c7ee556aa7059a5c86c6165722.xml,Petersham,USA,NA,NA,NA,-72.19,-72.19,+42.53,+42.53
d6db4c99282fa6c27bf696b045a727cc.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
d7187db2a85ea0581f0d533f7fe2c76026888f62.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
d72264dc1211a6153502fa582c2dfa42be14b84c.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
d917eb93e6dcb20723ed09ea3ea0066f1e83cf31.xml,Fairbanks,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-148.3537914,-148.1468545,64.7666796,64.67834557
d9f7aa990cc80ef9cd358fbd99158f2090ada169.xml,Albuquerque,USA,Corvallis,USA,Oregon State University;Dept. of Forest Science;321 Richardson Hall,-12.25879300,-122.09952700,44.28226000,44.20127400
daebab849cac750f839b1a49d7f68f19.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
dafd9370a3bef474b39e6e6660c93ae7.xml,Corvallis,NA,NA,NA,NA,NA,NA,NA,NA
db9e1b935486f3e7d9b28edced71fcf0.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
dbe079bb33ebc8af4248347b8220c39c.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.7666796,64.67834557
dbe9ff57a4809d71319d6d8d6a2ecfdf2984b242.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
dc3d0cb31dacb33a1ed77cd3c202b843.xml,NA,NA,Albuquerque,NA,"Department of Biology, MSC03 2020, 1 University of New Mexico",NA,NA,NA,NA
dc5dda91770732a1409e313b1388ff66.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.34493256,-122.00000000,44.39608383,44.00000000
dcb2edab89f3eb9b2464dc1eabed2c06.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
dd8b400ceaa9feb6cfe68ee05dee304327dab55e.xml,Albuquerque,USA,NA,NA,NA,-72.22,-72.21,+42.48,+42.47
ddcd029e3476825b9b0c3dad5b93459fa06b0111.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
de35cd7cea0df27afb8c94e1994b6f8a.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
de3784fdb78695afefdb01d5dc05aab5.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
de59d7b73327b2ec98ffdc3247e000d9.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
df0a48b55e31aa902b843d2d39f30223.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
df13947bd6b5a6af81a5aa4b7c38d783e3844a42.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.18311400,-122.17520100,44.26886300,44.26197954
df87bf22fdb0a894ef3f1d738d9ed04a3fe5c74f.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.76810641,64.67834557
e16adc0981480a5c62b9c22c60a645d1.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
e20bda840b6ef200e91304d8b1ea72c1.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
e227965f8d8226da92d1c816a5afa3c3.xml,Petersham,USA,NA,NA,NA,NA,NA,NA,NA
e25e776a122be65d3066779c82eb67eb942b1b6c.xml,Albuquerque,USA,Corvallis,USA,USDA Forest Service;Pacific NW Research Station;3200 SW Jefferson Way,NA,NA,NA,NA
e2a27f0fe6bec2a4983d2fa366bb27ec88c677a6.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
e2ddfdf1f777164dd7d38d2049e5a988.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
e30e8a46974cac985315393b0785ba99bf922055.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory; Department of Forest Sciences; SNRAS; University of Alaska Fairbanks,-148.3790685,-148.1435205,64.7666796,64.6719571
e3361064d4810a7d05fe14c91bc1cb023c5344a9.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
e371f753dab13980304d05d20cf7594d.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
e37c4b1a359526711153476c304c7628304b7514.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.2482407,-148.2482407,64.69779026,64.69779026
e38c9e600e7d6dc8f6d1dc60d00f1507206b8424.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
e3f4ccceae0f6a1fc06b667ab8222cfd.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
e5f60f4d1399c28e3142add83db84ac29a2e715c.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.7666796,64.67834557
e6265705210f9ec8ac2671719b53aa60.xml,Redding,USA,NA,NA,NA,-72.22,-72.21,+42.48,+42.47
e6f279b60c5f8f4dc92274595d54abc31b49c98d.xml,Albuquerque,USA,NA,NA,NA,NA,NA,NA,NA
e6fbf68f7b1ccdaa700047e48f2e8436.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
e84fd8483d4f455abaeca607792497ac.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
e856f696eb2eeed23b36cb1d6319d906d6f8d5d3.xml,Fairbanks,USA,Fairbanks,United States,"Department of Biology and Wildlife, University of Alaska Fairbanks, Murie Building",-148.2682,-148.2964,64.7088,64.6991
e8bfb8810a91dd04fb5f681fe8993d51f431c83b.xml,Albuquerque,USA,Corvallis,USA,"Oregon State University, Oregon Cooperative Fish & Wildlife Research Unit, 104 Nash Hall",NA,NA,NA,NA
e91c679b7d8fb6532baa6bf5f2130432.xml,Petersham,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
e9a70590aa6372c70cadf9e9881b15ac.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
e9b737f3ae9e40c43e1b121d8abedaa7.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
e9f8fea47339fd7c9d81a128d94bcf0b0e3f1d24.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
ea3c91ec35b467197a75bf0dae7d65f690e89b53.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.76810641,64.67834557
ea43fd2ce5f58539a03e03f447788136749f8410.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.16815000,-122.16381000,44.22146666,44.21566200
eb1c58d7c2b69065210d4b30c727a3b4.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
eb95001aee9e5843388e804e741e8f79.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1468545,64.7666796,64.67834557
ec497289217a1d077a0ab89b648a962a.xml,Fairbanks,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.3537914,-148.1468545,64.76810641,64.67834557
edc6d1013a37a51ef5fdcc2094944a70.xml,Corvallis,NA,Corvallis,USA,Oregon State University;Dept. of Fisheries and Wildlife;104 Nash Hall,NA,NA,NA,NA
ef0874015bd8c2b2e9255d435ea43090.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
ef0ca1de447a6f362b5552f77a16460d38867840.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.7666796,64.67834557
f047f5280d343969f5ff2b44b50d22e46cd557dc.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
f0524a9fe5e294015fe1c460c41ed52577726e2c.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
f106fa8f49b37accf716ac9845f146ba3940677d.xml,Petersham,USA,NA,NA,NA,-72.19,-72.19,+42.53,+42.53
f135a37dc8cd4bead7f42f6dee689d7d98292db8.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
f17ccb68073c1cd61a698a3fade9da32d05ca84b.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
f395ae1c6de5cc5abe031333be4eac4a.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
f3bceeded0874160f503229ab35a9f70.xml,Albuquerque,NA,Albuquerque,NA,"Department of Biology, MSC03 2020, 1 University of New Mexico",NA,NA,NA,NA
f3e190cc96649f62bb229f162597648ca29202b2.xml,Fairbanks,USA,Brownsville,United States,"Department of Biological Sciences, University of Texas-Brownsville, One West University Blvd, LHSB 2.810",161.44672,161.49712,68.7431,68.75601
f4752e22f343f0e932d051310e786b64.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
f494c8c6eb44d12f184a675bc65a2ed7.xml,Fairbanks,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.7666796,64.67834557
f537a2778654765b9b39a8b6c9a087c9.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
f5d14b46cf70ebb3365239f83ae56c90.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
f5f992bb062993a6e42dcab202d800d9ac67a8a9.xml,Albuquerque,USA,NA,NA,NA,-72.22,-72.21,+42.48,+42.47
f6476a9189d08dd0bf0d259bca28212d24a78406.xml,Albuquerque,USA,Fairbanks,United States,"Department of Biology and Wildlife, University of Alaska Fairbanks, Murie Building",-148.2682,-148.2964,64.7088,64.6991
f6599f9d58b219df91707b5b8d742262.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
f673aa386290f8d1ab2c19c507183c770c7f74a1.xml,Albuquerque,USA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.31389,-148.31389,64.74167,64.74167
f6bf3542416a010b826fc275098e3465.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
f6d0c7c8277077d049e7494a49cccc4e.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
f6ec79c3dd62ffd834186097328a8bf73eefc303.xml,Petersham,USA,NA,NA,NA,-72.19,-72.19,+42.53,+42.53
f719fed401b20a7297fb4507b4922604bdb0d4ad.xml,NA,NA,Fairbanks,United States,Department of Biology and Wildlife;  Institute of Arctic Biology:  University of Alaska Fairbanks 193 Arctic Health P.O. Box 757000,-148.2701852,-148.1435205,64.73028888,64.68584608
f7561564334bdf22ce1e5e5ebff3cad44156136d.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
f7c37fda2fa9cbc249e762e4a00f9435004e6ab1.xml,Albuquerque,USA,NA,NA,NA,-72.23,-72.16,+42.45,+42.55
f80caa8059ce0723d56746d7532f7d17109a0d9d.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.3537914,-148.1426888,64.7666796,64.67834557
f858ab901308f3357bc9df0c68675313e34194d7.xml,Albuquerque,USA,Fairbanks,United States,Forest Soils Laboratory University of Alaska Fairbanks O'Neill Bldg,-148.31389,-148.2549125,64.74167,64.69889576
f8857f189c26e47f4508fdfacbbd5a2bfa91c591.xml,Fairbanks,USA,Corvallis,United States,8080 NW Ridgewood Drive,-148.32123,-148.2854,64.76594,64.69559
f929f6dcd2d4f6c74f29d8ebee2bfb6a.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
f96ed54beeecec7023f51cd9edbba78d180c74fa.xml,Fairbanks,USA,Fairbanks,United States,"Department of Biology and Wildlife, University of Alaska Fairbanks, Murie Building",-148.2682,-148.2964,64.7088,64.6991
f9d29092b9ae18cd64f9ae5680d9b35e.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
fb287ef32a420f388ff5a4a5229eeea19d5d9aaf.xml,Albuquerque,USA,NA,NA,NA,-72.19,-72.19,+42.53,+42.53
fb2af3dce5ba5e25ae514343d8ff49d4af808736.xml,Redding,USA,NA,NA,NA,-72.22,-72.21,+42.48,+42.47
fce95f739424a0106ef182bda2f275f85eff8b64.xml,Albuquerque,USA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,NA,NA,NA,NA
fd526999ce870a4a1dda868b8bcdb94a48f2a808.xml,Albuquerque,USA,Corvallis,US,"USDA Forest Service, Pacific Northwest Research Station, 3200 Jefferson Way",NA,NA,NA,NA
fd8ce74666fc60c268091877a4811907b7df96eb.xml,Albuquerque,USA,NA,NA,NA,-71.92306,-72.47918,+42.72851,+42.30162
fdaca87ee828f03b5e6631886a3638c1.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
fdfeeb70de7886c4a79b56d17ea9fcd3680d0789.xml,Fairbanks,USA,Fairbanks,United States,Institute of Arctic Biology  University of Alaska Fairbanks P.O. Box 757000,-148.29207666667,-148.16160166667,64.729221666667,64.676203333333
fe3005f92e8c4cfc485dd9c7bb4be491cc33270b.xml,Shutesbury,USA,NA,NA,NA,NA,NA,NA,NA
fe756245fed313570e12e05df7b4746e.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.24405300,-122.11766100,44.27792800,44.20821400
fe770cd4492ff869dc58a4e7631cc92544b4915b.xml,Fairbanks,USA,Brownsville,United States,"Department of Biological Sciences, University of Texas-Brownsville, One West University Blvd, LHSB 2.810",161.44672,161.49712,68.7431,68.75601
fe7e861cf6d670cdf72259dea6ca7248.xml,NA,NA,NA,NA,NA,NA,NA,NA,NA
fe871bc9c214a0d634b5faf3843e7b96.xml,Corvallis,NA,Corvallis,NA,Forest Ecosystems and Society Department in Forestry,-122.26172200,-122.10084700,44.28196400,44.19770400
